Company,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company
Dell,Gaming,15.6,8,Windows 10,2.62,1099.0,Full HD,1920,1080,No,No,No,Intel,2.8,1024,0,HDD,No,Nvidia
HP,Ultrabook,12.5,4,Windows 10,1.26,1244.0,Standard,1366,768,No,No,No,Intel,2.3,256,0,SSD,No,Intel
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.3,839.0,Full HD,1920,1080,Yes,No,No,Intel,2.7,2048,0,HDD,No,Nvidia
Lenovo,Notebook,15.6,16,Windows 7,2.5,2370.0,4K Ultra HD,3840,2160,No,No,No,Intel,2.7,512,0,SSD,No,Nvidia
Acer,Notebook,14.0,4,Windows 10,1.8,636.0,Full HD,1920,1080,No,Yes,No,Intel,2.4,128,0,SSD,No,Intel
Razer,Gaming,14.0,16,Windows 10,1.95,2899.0,Full HD,1920,1080,No,No,No,Intel,2.8,512,0,SSD,No,Nvidia
Asus,Notebook,15.6,8,Windows 10,2.0,581.9,Standard,1920,1080,No,No,No,Intel,1.1,128,0,SSD,No,Intel
Dell,Gaming,17.3,32,Windows 10,4.42,3588.8,Full HD,1920,1080,No,Yes,No,Intel,2.8,1024,1024,SSD,HDD,Nvidia
Asus,Gaming,17.3,16,Windows 10,4.3,2350.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,256,1024,SSD,HDD,Nvidia
Toshiba,Ultrabook,14.0,16,Windows 10,1.47,1764.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,512,0,SSD,No,Nvidia
Lenovo,Notebook,15.6,8,No OS,2.2,329.0,Standard,1366,768,No,No,No,Intel,1.6,1024,0,HDD,No,Intel
Lenovo,Ultrabook,14.0,16,Windows 10,1.7,2299.0,Full HD,1920,1080,No,No,No,Intel,2.7,512,0,SSD,No,Intel
MSI,Gaming,14.0,16,Windows 10,1.6,1891.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
MSI,Gaming,15.6,8,Windows 10,2.2,1089.0,Full HD,1920,1080,No,No,No,Intel,2.5,128,1024,SSD,HDD,Nvidia
Lenovo,Gaming,15.6,4,Windows 10,2.4,999.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,1024,0,HDD,No,Nvidia
Acer,Gaming,17.3,16,Windows 10,4.2,2299.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Dell,Gaming,15.6,8,Windows 10,2.62,985.0,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Nvidia
Asus,Gaming,15.6,8,Windows 10,2.24,1339.0,Full HD,1920,1080,No,No,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
Vero,Notebook,14.0,4,Windows 10,1.22,202.9,Standard,1920,1080,No,No,No,Intel,1.1,32,0,Flash Storage,No,Intel
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1970.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,512,0,SSD,No,Intel
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.08,959.0,Full HD,1920,1080,Yes,No,No,Intel,2.5,256,0,SSD,No,AMD
Apple,Ultrabook,12.0,8,Mac OS X,0.92,1165.0,Standard,2304,1440,No,Yes,Yes,Intel,1.2,512,0,Flash Storage,No,Intel
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,2330.0,Standard,2560,1440,Yes,Yes,No,Intel,2.5,256,0,SSD,No,Intel
Asus,Notebook,14.0,4,Windows 10,1.63,299.0,Standard,1366,768,No,No,No,Intel,1.1,32,0,Flash Storage,No,Intel
Dell,Notebook,15.6,8,Windows 10,1.95,810.0,Standard,1366,768,No,No,No,Intel,2.5,128,0,SSD,No,Intel
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,1349.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,256,0,SSD,No,Intel
Dell,Notebook,15.6,8,Windows 10,2.0,739.0,Full HD,1920,1080,No,No,No,Intel,2.0,256,0,SSD,No,AMD
HP,Workstation,15.6,8,Windows 10,3.14,2064.9,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Nvidia
Asus,Notebook,15.6,8,Windows 10,2.37,1099.0,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Ultrabook,13.3,8,Windows 10,1.29,1499.0,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Notebook,15.6,8,Windows 10,2.06,1749.0,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.5,256,0,SSD,No,Nvidia
Dell,Netbook,11.6,4,Windows 10,1.63,744.0,Standard,1366,768,No,No,No,Intel,1.1,128,0,SSD,No,Intel
HP,Netbook,12.5,8,Windows 10,1.26,1389.0,Standard,1366,768,No,No,No,Intel,2.6,256,0,SSD,No,Intel
Toshiba,Notebook,15.6,4,Windows 10,2.1,780.0,Standard,1366,768,No,No,No,Intel,2.3,500,0,HDD,No,Intel
HP,Notebook,15.6,8,Windows 10,2.04,629.0,Standard,1366,768,No,No,No,AMD,2.5,2048,0,HDD,No,AMD
Dell,Gaming,15.6,16,Windows 10,2.62,1679.0,4K Ultra HD,3840,2160,No,No,No,Intel,2.8,512,0,SSD,No,Nvidia
Lenovo,Notebook,15.6,4,Windows 10,2.4,609.0,Full HD,1920,1080,No,No,No,Intel,2.5,1024,0,HDD,No,Nvidia
HP,Gaming,17.3,12,Windows 10,3.74,1749.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,1024,0,HDD,No,AMD
MSI,Gaming,17.3,16,Windows 10,2.9,2415.0,Full HD,1920,1080,No,No,No,Intel,2.8,512,1024,SSD,HDD,Nvidia
Samsung,Ultrabook,13.3,8,Windows 10,0.81,1499.0,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Notebook,15.6,8,Windows 10,1.98,961.0,Full HD,1920,1080,No,No,No,Intel,2.7,1024,0,HDD,No,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.18,789.81,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,AMD
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1859.0,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Intel
Razer,Ultrabook,12.5,16,Windows 10,1.29,1799.0,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,2.5,512,0,SSD,No,Intel
HP,Netbook,11.6,4,Chrome OS,1.23,385.0,Standard,1366,768,No,No,No,Intel,1.6,16,0,Flash Storage,No,Intel
Dell,Gaming,17.3,16,Windows 10,4.36,2505.02,Full HD,1920,1080,No,Yes,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
Dell,Notebook,14.0,4,Windows 10,1.76,755.0,Standard,1366,768,No,No,No,Intel,2.3,500,0,HDD,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.1,489.9,Standard,1366,768,No,No,No,Intel,2.0,500,0,HDD,No,Intel
Toshiba,Ultrabook,14.0,4,Windows 10,1.25,1090.0,Standard,1366,768,No,No,No,Intel,2.5,128,0,SSD,No,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2499.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,512,0,SSD,No,Intel
MSI,Gaming,15.6,8,Windows 10,2.4,1199.0,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Nvidia
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,1875.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,Flash Storage,No,Intel
Toshiba,Notebook,14.0,4,Windows 10,1.75,499.0,Standard,1366,768,No,No,No,Intel,2.1,128,0,SSD,No,Intel
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,1358.0,Full HD,1920,1080,Yes,No,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Notebook,14.0,4,Windows 10,1.76,585.0,Standard,1366,768,No,No,No,Intel,2.0,500,0,HDD,No,Intel
Acer,Netbook,11.6,4,Chrome OS,1.35,355.0,Standard,1366,768,No,Yes,No,Intel,1.6,32,0,Flash Storage,No,Intel
Acer,Notebook,14.0,8,Windows 10,1.5,619.0,Full HD,1920,1080,No,Yes,No,Intel,2.4,128,0,SSD,No,Intel
Razer,Gaming,17.3,32,Windows 10,3.49,5499.0,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.9,512,0,SSD,No,Nvidia
Lenovo,Ultrabook,14.0,16,Windows 10,1.1,2099.0,Quad HD+,2560,1440,No,Yes,No,Intel,2.6,512,0,SSD,No,Intel
Asus,Notebook,15.6,4,Linux,2.1,519.0,Full HD,1920,1080,No,No,No,Intel,2.5,1024,0,HDD,No,Nvidia
Lenovo,Notebook,14.0,8,Windows 10,1.7,1186.0,Full HD,1920,1080,No,No,No,Intel,2.3,256,0,SSD,No,Intel
Lenovo,Notebook,14.0,8,Windows 10,1.32,1650.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,256,0,SSD,No,Intel
Dell,Gaming,15.6,16,Windows 10,3.21,2774.63,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Asus,Gaming,17.3,16,Windows 10,2.9,2419.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Toshiba,Notebook,15.6,4,Windows 10,2.0,669.0,Standard,1366,768,No,No,No,Intel,2.4,500,0,HDD,No,Intel
Lenovo,Notebook,14.0,4,Chrome OS,1.5,325.0,Standard,1366,768,No,No,No,Intel,1.6,16,0,Flash Storage,No,Intel
Asus,Notebook,15.6,8,Windows 10,2.3,590.0,Full HD,1920,1080,No,No,No,Intel,2.5,128,0,HDD,No,Intel
Asus,Gaming,17.3,16,Windows 10,2.73,1799.0,Full HD,1920,1080,No,No,No,Intel,2.6,512,1024,SSD,HDD,Nvidia
Dell,Gaming,17.3,32,Windows 10,4.42,3072.89,Full HD,1920,1080,No,Yes,No,Intel,2.8,512,1024,SSD,HDD,Nvidia
HP,Notebook,17.3,8,Windows 10,2.63,910.0,Standard,1600,900,No,No,No,Intel,2.5,1024,0,HDD,No,Nvidia
Dell,Notebook,15.6,8,Windows 10,2.18,713.99,Standard,1366,768,No,No,No,Intel,2.5,128,0,SSD,No,Intel
HP,Ultrabook,14.0,8,Windows 7,1.54,1870.0,Full HD,1920,1080,No,No,No,Intel,2.5,512,0,SSD,No,Intel
Dell,Notebook,15.6,4,Windows 10,2.18,739.0,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,AMD
HP,2 in 1 Convertible,11.6,4,Chrome OS,1.4,615.0,Standard,1366,768,Yes,No,No,Intel,1.1,32,0,Flash Storage,No,Intel
Asus,Ultrabook,13.3,8,Windows 10,1.45,1026.0,Full HD,1920,1080,No,Yes,No,Intel,2.3,512,0,SSD,No,Nvidia
HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,2277.0,Full HD,1920,1080,Yes,No,No,Intel,2.5,256,0,SSD,No,Intel
HP,Ultrabook,14.0,8,Windows 10,1.54,1468.0,Full HD,1920,1080,No,No,No,Intel,2.5,512,0,SSD,No,Intel
HP,Notebook,15.6,4,No OS,1.86,299.0,Standard,1366,768,No,No,No,Intel,1.6,128,0,SSD,No,Intel
Asus,Gaming,15.6,16,Windows 10,2.1,1899.0,Full HD,1920,1080,No,No,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
Dell,Notebook,17.3,8,Linux,2.83,865.0,Full HD,1920,1080,No,No,No,Intel,2.7,1024,0,HDD,No,AMD
Lenovo,Ultrabook,14.0,8,Windows 10,1.96,1903.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,256,0,SSD,No,Nvidia
Asus,Notebook,15.6,8,Windows 10,2.3,787.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,0,SSD,No,Nvidia
Dell,Notebook,15.6,8,Windows 10,1.9,945.0,Full HD,1920,1080,No,No,No,Intel,2.5,128,0,SSD,No,Intel
Asus,Notebook,15.6,4,Windows 10,2.0,449.0,Standard,1366,768,No,No,No,Intel,1.1,1024,0,HDD,No,Intel
HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,2559.0,Full HD,1920,1080,Yes,No,No,Intel,2.8,256,0,SSD,No,Intel
Dell,Notebook,13.3,8,Windows 10,1.62,649.0,Full HD,1920,1080,Yes,No,No,Intel,2.3,1024,0,HDD,No,Intel
Lenovo,Notebook,15.6,4,No OS,2.2,469.0,Full HD,1920,1080,No,No,No,Intel,2.0,1024,0,HDD,No,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.3,850.66,Full HD,1920,1080,No,Yes,No,Intel,2.5,1024,0,HDD,No,Intel
HP,Notebook,15.6,8,Windows 10,1.84,1349.0,Full HD,1920,1080,No,No,No,Intel,2.6,256,0,SSD,No,AMD
Toshiba,Notebook,13.3,4,Windows 10,1.05,1285.0,Full HD,1920,1080,No,No,No,Intel,2.5,128,0,SSD,No,Intel
Lenovo,Gaming,15.6,8,No OS,2.5,1017.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,1024,0,HDD,No,Nvidia
Dell,Ultrabook,13.3,16,Windows 10,1.29,2240.0,Quad HD+,3200,1800,Yes,No,No,Intel,2.5,512,0,SSD,No,Intel
HP,Notebook,15.6,4,Windows 10,2.07,910.0,Full HD,1920,1080,No,No,No,Intel,2.3,500,0,HDD,No,Intel
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,1095.0,Standard,1366,768,No,No,No,Intel,2.3,256,0,SSD,No,Intel
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1950.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,256,0,SSD,No,Intel
Acer,Notebook,14.0,8,Windows 10,1.56,902.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Workstation,15.6,8,Windows 10,2.23,1778.0,Full HD,1920,1080,No,No,No,Intel,2.8,1024,0,HDD,No,Nvidia
Lenovo,Notebook,15.6,4,Windows 10,2.38,1055.0,Standard,1366,768,No,No,No,Intel,2.5,500,0,HDD,No,Intel
Lenovo,Notebook,15.6,4,No OS,2.2,479.0,Full HD,1920,1080,No,No,No,Intel,2.0,1024,0,HDD,No,AMD
Toshiba,Notebook,15.6,8,Windows 10,2.0,1388.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,0,SSD,No,Intel
Lenovo,Notebook,13.3,4,Windows 10,1.44,735.0,Full HD,1920,1080,No,Yes,No,Intel,2.4,180,0,SSD,No,Intel
Samsung,Ultrabook,15.0,16,Windows 10,1.23,1849.0,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Nvidia
Dell,Ultrabook,12.5,8,Windows 10,1.6,1690.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Intel
Asus,Notebook,15.6,4,Linux,2.0,398.99,Standard,1366,768,No,No,No,Intel,1.1,1024,0,HDD,No,Intel
Xiaomi,Ultrabook,13.3,8,Windows 10,1.28,935.0,Full HD,1920,1080,No,Yes,No,Intel,2.3,256,0,SSD,No,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.18,912.5,Full HD,1920,1080,No,No,No,Intel,2.5,128,1024,SSD,HDD,Nvidia
HP,Notebook,15.6,4,Windows 10,2.04,839.0,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,1700.0,Full HD,1920,1080,Yes,No,No,Intel,2.5,256,0,SSD,No,Intel
HP,2 in 1 Convertible,15.6,4,Windows 10,2.3,684.8,Standard,1366,768,Yes,No,No,Intel,2.5,500,0,HDD,No,Intel
Asus,Notebook,14.1,4,Windows 10,1.65,348.0,Standard,1366,768,No,No,No,Intel,1.1,32,0,Flash Storage,No,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.2,669.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,1024,0,HDD,No,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.2,369.0,Standard,1366,768,No,No,No,Intel,1.6,500,0,HDD,No,Intel
HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,1799.0,Full HD,1920,1080,Yes,No,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Notebook,15.6,4,Linux,2.18,455.7,Standard,1366,768,No,No,No,Intel,2.0,1024,0,HDD,No,AMD
Asus,Gaming,17.3,12,Windows 10,2.2,1369.9,Full HD,1920,1080,No,No,No,Intel,2.5,128,1024,SSD,HDD,Nvidia
Acer,Netbook,11.6,4,Chrome OS,1.25,297.0,Standard,1366,768,No,Yes,No,Intel,1.6,32,0,Flash Storage,No,Intel
Lenovo,Notebook,17.3,4,Windows 10,2.8,379.0,Standard,1600,900,No,No,No,AMD,2.2,500,0,HDD,No,AMD
HP,Notebook,14.0,4,Windows 10,1.95,1265.0,Full HD,1920,1080,No,No,No,Intel,2.5,128,0,SSD,No,Intel
HP,2 in 1 Convertible,13.3,16,Windows 10,1.42,1399.0,Quad HD+,3200,1800,Yes,No,No,Intel,2.7,256,0,SSD,No,Intel
Samsung,Ultrabook,15.0,8,Windows 10,1.17,1699.0,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1799.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,256,0,SSD,No,Intel
MSI,Gaming,17.3,16,Windows 10,2.43,2649.0,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.6,512,2048,SSD,HDD,Nvidia
Toshiba,Notebook,13.3,8,Windows 10,1.05,1475.0,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Gaming,15.6,8,Linux,2.62,929.0,Full HD,1920,1080,No,No,No,Intel,2.8,1024,0,HDD,No,Nvidia
HP,Notebook,15.6,8,Windows 10,2.04,900.0,Full HD,1920,1080,No,No,No,Intel,2.7,1024,0,HDD,No,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.18,614.0,Standard,1366,768,No,No,No,Intel,2.0,1024,0,HDD,No,AMD
Dell,Notebook,15.6,8,Windows 10,1.9,935.0,Full HD,1920,1080,No,No,No,Intel,2.6,500,0,HDD,No,Intel
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,2013.1,Quad HD+,3200,1800,Yes,No,No,Intel,1.3,512,0,SSD,No,Intel
Asus,Gaming,17.3,32,Windows 10,3.58,1279.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,256,SSD,SSD,Nvidia
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,1649.0,Full HD,1920,1080,Yes,No,No,Intel,1.3,256,0,SSD,No,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2049.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,0,Flash Storage,No,Intel
Lenovo,Notebook,15.6,8,Windows 10,1.95,1962.99,Full HD,1920,1080,No,Yes,No,Intel,2.5,512,0,SSD,No,Intel
LG,Ultrabook,15.6,16,Windows 10,1.08,2099.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,512,0,SSD,No,Intel
HP,Netbook,12.5,8,Windows 10,1.26,1483.0,Full HD,1920,1080,No,No,No,Intel,2.7,512,0,SSD,No,Intel
Acer,Notebook,15.6,4,Chrome OS,2.2,359.0,Full HD,1920,1080,No,Yes,No,Intel,1.5,16,0,Flash Storage,No,Intel
Lenovo,Notebook,15.6,8,Windows 10,2.6,789.0,Full HD,1920,1080,No,Yes,No,Intel,2.3,128,1024,SSD,HDD,Nvidia
LG,Ultrabook,14.0,8,Windows 10,0.98,1899.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,512,0,SSD,No,Intel
Dell,Notebook,14.0,8,Windows 10,1.6,1205.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Intel
HP,Ultrabook,12.5,8,Windows 10,1.09,3100.0,4K Ultra HD,3840,2160,Yes,No,No,Intel,1.2,240,0,SSD,No,Intel
Lenovo,Notebook,15.6,6,Windows 10,2.2,789.0,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Nvidia
HP,Notebook,15.6,8,Windows 10,2.04,1018.99,Full HD,1920,1080,No,No,No,Intel,2.7,256,0,SSD,No,Nvidia
Acer,Notebook,15.6,4,Windows 10,2.4,499.0,Full HD,1920,1080,No,No,No,Intel,2.4,1024,0,HDD,No,Intel
Lenovo,Notebook,13.3,4,Windows 10,1.44,881.0,Full HD,1920,1080,No,No,No,Intel,2.5,128,0,SSD,No,Intel
HP,Notebook,13.3,8,Windows 10,1.49,960.0,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
MSI,Gaming,17.3,16,Windows 10,2.7,1599.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,1024,SSD,HDD,Nvidia
Dell,Gaming,15.6,16,Windows 10,2.6,1349.0,Full HD,1920,1080,No,No,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
MSI,Gaming,15.6,8,Windows 10,2.2,1119.91,Full HD,1920,1080,No,No,No,Intel,2.5,128,1024,SSD,HDD,Nvidia
Dell,Notebook,15.6,4,Windows 10,2.18,684.99,Standard,1366,768,No,No,No,Intel,2.5,1024,0,HDD,No,AMD
HP,Ultrabook,15.6,8,Windows 10,1.84,1296.99,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,AMD
HP,Ultrabook,13.3,8,Windows 10,1.39,1149.0,Quad HD+,3200,1800,Yes,No,No,Intel,2.7,256,0,SSD,No,Intel
Toshiba,Notebook,15.6,16,Windows 10,2.4,1975.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,256,0,SSD,No,Nvidia
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1825.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,512,0,SSD,No,Intel
Dell,Notebook,15.6,4,Windows 10,1.95,729.9,Standard,1366,768,No,No,No,Intel,2.3,500,0,HDD,No,Intel
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1650.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,256,0,SSD,No,Intel
HP,Notebook,15.6,8,Windows 10,2.31,1165.0,Full HD,1920,1080,No,No,No,Intel,2.3,256,0,SSD,No,Intel
Dell,Notebook,15.6,4,Windows 10,2.18,708.06,Standard,1366,768,No,No,No,Intel,2.5,1024,0,HDD,No,Intel
HP,Notebook,14.0,4,Windows 10,1.95,1149.0,Standard,1366,768,No,No,No,Intel,2.3,500,0,HDD,No,Intel
Lenovo,Notebook,15.6,4,Windows 10,2.2,309.0,Standard,1366,768,No,No,No,Intel,1.1,1024,0,HDD,No,Intel
HP,Ultrabook,12.5,4,Windows 10,1.26,1579.0,Full HD,1920,1080,No,No,No,Intel,2.3,500,0,HDD,No,Intel
HP,Notebook,15.6,4,No OS,1.86,288.9,Standard,1366,768,No,No,No,Intel,1.6,1024,0,HDD,No,Intel
Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,1799.0,Quad HD+,3200,1800,Yes,Yes,No,Intel,2.2,1024,0,SSD,No,Intel
Toshiba,Notebook,14.0,4,Windows 10,1.47,1105.0,Full HD,1920,1080,No,Yes,No,Intel,2.3,128,0,SSD,No,Intel
HP,Netbook,12.5,8,Windows 10,1.26,1669.0,Full HD,1920,1080,No,No,No,Intel,2.3,256,0,SSD,No,Intel
Dell,Notebook,15.6,4,Windows 10,2.18,558.6,Standard,1366,768,No,No,No,Intel,2.0,1024,0,HDD,No,Intel
MSI,Gaming,15.6,8,Windows 10,2.2,1199.0,Full HD,1920,1080,No,No,No,Intel,2.8,128,1024,SSD,HDD,Nvidia
Dell,Ultrabook,14.0,8,Windows 10,1.36,1639.0,Full HD,1920,1080,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Dell,Gaming,17.3,16,Windows 10,4.36,2758.0,Standard,2560,1440,No,No,No,Intel,2.7,512,1024,SSD,HDD,Nvidia
HP,Gaming,17.3,8,Windows 10,2.75,1399.0,Full HD,1920,1080,No,Yes,No,Intel,2.3,128,1024,SSD,HDD,Nvidia
Asus,Notebook,17.3,4,Windows 10,2.8,530.0,Standard,1600,900,No,No,No,Intel,1.6,1024,0,HDD,No,Nvidia
Acer,Notebook,15.6,4,Windows 10,2.23,619.0,Standard,1366,768,No,No,No,Intel,2.5,500,0,HDD,No,Intel
Toshiba,Notebook,15.6,8,Windows 10,2.2,1119.0,Standard,1366,768,No,No,No,Intel,2.3,256,0,SSD,No,Intel
Lenovo,2 in 1 Convertible,11.3,8,Windows 10,1.1,1299.0,Full HD,1920,1080,Yes,Yes,No,Intel,1.2,256,0,SSD,No,Intel
Lenovo,Gaming,15.6,16,Windows 10,2.5,999.0,Full HD,1920,1080,No,Yes,No,AMD,2.1,512,1024,SSD,HDD,AMD
Dell,Ultrabook,12.5,8,Windows 10,1.36,1472.2,Full HD,1920,1080,Yes,No,No,Intel,2.5,256,0,SSD,No,Intel
Lenovo,Notebook,15.6,8,No OS,2.2,685.0,Full HD,1920,1080,No,No,No,Intel,2.7,1024,0,HDD,No,Nvidia
Dell,Notebook,17.3,4,Windows 10,2.36,659.0,Standard,1600,900,No,No,No,Intel,2.0,1024,0,HDD,No,AMD
Acer,Notebook,14.0,4,Chrome OS,1.68,349.0,Standard,1366,768,No,No,No,Intel,1.6,32,0,Flash Storage,No,Intel
HP,Workstation,15.6,8,Windows 10,2.0,2249.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,8,0,SSD,No,Nvidia
Dell,Ultrabook,14.0,8,Windows 10,1.36,1775.0,Full HD,1920,1080,No,No,No,Intel,2.8,256,0,SSD,No,Intel
Toshiba,Notebook,13.3,8,Windows 7,1.2,1460.0,Full HD,1920,1080,No,No,No,Intel,2.3,256,0,SSD,No,Intel
Asus,2 in 1 Convertible,12.5,8,Chrome OS,1.2,1159.0,Full HD,1920,1080,No,No,No,Intel,1.2,64,0,Flash Storage,No,Intel
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,1488.99,Full HD,1920,1080,No,Yes,No,Intel,2.6,256,0,SSD,No,Intel
Dell,Gaming,17.3,16,Windows 10,4.36,3154.0,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,512,1024,SSD,HDD,Nvidia
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,1899.0,Full HD,1920,1080,Yes,No,No,Intel,1.2,256,0,SSD,No,Intel
HP,2 in 1 Convertible,11.6,4,Windows 10,1.45,775.0,Standard,1366,768,Yes,No,No,Intel,1.1,256,0,SSD,No,Intel
Dell,Ultrabook,13.3,8,Windows 10,1.3,1268.0,Quad HD+,3200,1800,No,No,No,Intel,2.5,256,0,SSD,No,Intel
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,389.0,Standard,1366,768,Yes,Yes,No,Intel,1.6,32,0,Flash Storage,No,Intel
Toshiba,Notebook,13.3,8,Windows 10,1.2,1535.0,Full HD,1920,1080,No,No,No,Intel,2.4,256,0,SSD,No,Intel
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1760.0,Full HD,1920,1080,No,Yes,No,Intel,2.6,256,0,SSD,No,Intel
Acer,Notebook,15.6,12,Windows 10,2.4,1009.0,Full HD,1920,1080,No,No,No,Intel,2.5,128,1024,SSD,HDD,Nvidia
Toshiba,Ultrabook,12.5,8,Windows 10,1.1,1790.0,Full HD,1920,1080,Yes,No,No,Intel,2.7,512,0,SSD,No,Intel
HP,Notebook,15.6,8,Windows 10,2.04,846.5,Standard,1366,768,No,No,No,Intel,2.5,1024,0,HDD,No,Nvidia
